Post ID,Customer ID,Content,Intent,Sentiment Score,Platform,Sentiment
POST00234,CUST0929,Eager to learn more about sustainable investing. Suggestions?,Product Discovery,0.4983605402,LinkedIn,neutral
POST00235,CUST0041,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Product Discovery,-0.3049176947,Twitter,negative
POST00236,CUST0962,Can’t decide between a high-interest savings account or stocks. Help?,Savings Planning,-0.2549501258,Facebook,negative
POST00237,CUST0498,Thinking of getting a personal loan to start a small business. Need advice!,Savings Planning,0.2598745897,LinkedIn,positive
POST00238,CUST0614,Finally paid off my student loan! Feels like a huge relief!,Sponsorship,-0.08881608775,Instagram,neutral
POST00239,CUST0689,I need a budget-friendly laptop for work. Any solid choices under $1000?,Audience Engagement,0.05394641229,Facebook,neutral
POST00240,CUST0776,Just got a cashback credit card. Time to maximize my rewards!,Audience Engagement,0.964163265,Instagram,negative
POST00241,CUST0596,Eager to learn more about sustainable investing. Suggestions?,Tech Innovation,-0.9124501353,Twitter,neutral
POST00242,CUST0899,Excited about the latest AI-powered budgeting app. Looks promising!,Tech Enthusiasm,0.295800746,Twitter,neutral
POST00243,CUST0213,Excited about the latest AI-powered budgeting app. Looks promising!,Financial Literacy,0.8457709307,LinkedIn,positive
POST00244,CUST0248,Want to start trading but unsure where to begin. Any beginner-friendly tips?,Sponsorship,-0.527577187,Twitter,neutral
POST00245,CUST0577,Saving up for my dream vacation. Any good tips to stay on track?,Crypto Curiosity,-0.5759448114,Twitter,neutral
POST00246,CUST0597,Finally paid off my student loan! Feels like a huge relief!,Financial Literacy,-0.2740038781,Twitter,neutral
POST00247,CUST0121,Thinking of getting a personal loan to start a small business. Need advice!,Debt Repayment Strategy,-0.8518429355,Facebook,neutral
POST00248,CUST0882,Finally paid off my student loan! Feels like a huge relief!,Service Quality,0.1205695864,Instagram,positive
POST00249,CUST0456,Finally paid off my student loan! Feels like a huge relief!,Savings Planning,0.2909177565,Instagram,positive
POST00250,CUST0898,I need a budget-friendly laptop for work. Any solid choices under $1000?,Savings Planning,0.639773619,Instagram,neutral
POST00251,CUST0983,Thinking of getting a personal loan to start a small business. Need advice!,Crypto Curiosity,-0.8676478034,Facebook,positive
POST00252,CUST0425,Just got my first salary! Thinking of the best way to save and invest.,Financial Planning,-0.1276300415,Instagram,negative
POST00253,CUST0437,Investing in crypto feels risky but exciting. What do you think?,Crypto Curiosity,0.5684136729,LinkedIn,positive
POST00254,CUST0715,"Just finished a 5k run, need new running shoes, any suggestions?",Loan Interest,0.5366037276,Instagram,positive
POST00255,CUST0400,Looking for the best credit card with travel rewards. Any recommendations?,Tech Innovation,-0.8527188815,Facebook,positive
POST00256,CUST0649,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Digital Banking Experience,-0.9772088207,Instagram,negative
POST00257,CUST0241,Finally paid off my student loan! Feels like a huge relief!,Cashback Rewards,0.5666554877,Facebook,negative
POST00258,CUST0608,Looking for the best credit card with travel rewards. Any recommendations?,Financial Planning,-0.7240447293,LinkedIn,negative
POST00259,CUST0879,Which banks offer the best customer service? Tired of waiting on calls.,Financial Planning,0.155579129,Instagram,positive
POST00260,CUST0807,Excited about the latest AI-powered budgeting app. Looks promising!,Cashback Rewards,-0.8115076602,Twitter,negative
POST00261,CUST0448,Excited about the latest AI-powered budgeting app. Looks promising!,Debt Repayment Strategy,-0.4089777318,Twitter,negative
POST00262,CUST0932,Tried an AI financial planner. Super interesting insights on my spending!,Financial Planning,-0.6839254359,Facebook,positive
POST00263,CUST0663,Saving up for my dream vacation. Any good tips to stay on track?,Audience Engagement,0.4727887373,Facebook,neutral
POST00264,CUST0431,Tried an AI financial planner. Super interesting insights on my spending!,Crypto Curiosity,0.3454488353,Facebook,positive
POST00265,CUST0689,Switched to a digital-only bank. Loving the seamless experience!,Savings Planning,-0.7293890388,Facebook,positive
POST00266,CUST0695,Can’t decide between a high-interest savings account or stocks. Help?,Audience Engagement,-0.8813393077,Twitter,positive
POST00267,CUST0119,Looking for the best credit card with travel rewards. Any recommendations?,Cashback Rewards,-0.06732949806,Twitter,neutral
POST00268,CUST0862,I need a budget-friendly laptop for work. Any solid choices under $1000?,Sponsorship,-0.6089041017,LinkedIn,positive
POST00269,CUST0906,Just got my first salary! Thinking of the best way to save and invest.,Complaint,-0.9837159262,LinkedIn,positive
POST00270,CUST0575,Just got my first salary! Thinking of the best way to save and invest.,Digital Banking Experience,-0.4714545175,LinkedIn,neutral
POST00271,CUST0764,Want to start trading but unsure where to begin. Any beginner-friendly tips?,Shopping Recommendation,-0.569512646,Twitter,positive
POST00272,CUST0863,Excited about the latest AI-powered budgeting app. Looks promising!,Budget Concerns,0.3699184974,LinkedIn,positive
POST00273,CUST0620,"Just finished a 5k run, need new running shoes, any suggestions?",Savings Planning,0.7217261574,Facebook,positive
POST00274,CUST0538,Eager to learn more about sustainable investing. Suggestions?,Digital Banking Experience,-0.524722168,LinkedIn,neutral
POST00275,CUST0688,Eager to learn more about sustainable investing. Suggestions?,Complaint,-0.5539044768,Twitter,positive
POST00276,CUST0487,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Product Discovery,-0.2244673222,Twitter,neutral
POST00277,CUST0490,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Shopping Recommendation,-0.6548847321,LinkedIn,neutral
POST00278,CUST0414,Tried an AI financial planner. Super interesting insights on my spending!,Shopping Recommendation,0.8936300802,Facebook,negative
POST00279,CUST0130,Struggling with credit card debt. Need a solid repayment strategy!,Bank Fee Concern,-0.5129469208,Facebook,positive
POST00280,CUST0541,Saving up for my dream vacation. Any good tips to stay on track?,Sponsorship,-0.8133417729,Instagram,positive
POST00281,CUST0438,Who else finds banking apps super confusing? UX needs serious work.,Service Quality,0.1137775927,Twitter,negative
POST00282,CUST0160,I need a budget-friendly laptop for work. Any solid choices under $1000?,Digital Banking Experience,0.07523909251,Facebook,negative
POST00283,CUST0108,Want to start trading but unsure where to begin. Any beginner-friendly tips?,Investment Interest,0.2638283447,LinkedIn,positive
POST00284,CUST0243,I need a budget-friendly laptop for work. Any solid choices under $1000?,Sponsorship,0.9334051307,Twitter,positive
POST00285,CUST0251,Tried an AI financial planner. Super interesting insights on my spending!,Loan Interest,-0.3530256309,Twitter,negative
POST00286,CUST0166,Investing in crypto feels risky but exciting. What do you think?,Service Quality,-0.2808572468,Twitter,positive
POST00287,CUST0277,Excited about the latest AI-powered budgeting app. Looks promising!,Product Discovery,-0.3259191092,Twitter,positive
POST00288,CUST0283,Saving up for my dream vacation. Any good tips to stay on track?,Debt Repayment Strategy,0.2572593213,Facebook,positive
POST00289,CUST0500,Wondering if robo-advisors really beat traditional financial planners.,Crypto Curiosity,0.2081380779,LinkedIn,negative
POST00290,CUST0728,Thinking of getting a personal loan to start a small business. Need advice!,Tech Innovation,0.05761412545,LinkedIn,negative
POST00291,CUST0034,Can’t decide between a high-interest savings account or stocks. Help?,Loan Interest,-0.2713480811,Instagram,neutral
POST00292,CUST0791,Just got a cashback credit card. Time to maximize my rewards!,Financial Planning,-0.1447006943,Twitter,neutral
POST00293,CUST0756,Who else finds banking apps super confusing? UX needs serious work.,Financial Planning,0.5850144029,Instagram,positive
POST00294,CUST0846,Switched to a digital-only bank. Loving the seamless experience!,Budget Concerns,0.2184934513,Twitter,positive
POST00295,CUST0167,Saving up for my dream vacation. Any good tips to stay on track?,Service Quality,0.4326157076,LinkedIn,neutral
POST00296,CUST0069,Eager to learn more about sustainable investing. Suggestions?,Digital Banking Experience,-0.4465405543,LinkedIn,neutral
POST00297,CUST0629,Saving up for my dream vacation. Any good tips to stay on track?,Bank Fee Concern,0.8229841867,LinkedIn,neutral
POST00298,CUST0073,Saving up for my dream vacation. Any good tips to stay on track?,Service Quality,-0.9296745561,Instagram,positive
POST00299,CUST0301,Thinking of getting a personal loan to start a small business. Need advice!,Digital Banking Experience,0.1913937697,LinkedIn,positive
POST00300,CUST0831,Tried an AI financial planner. Super interesting insights on my spending!,Savings Planning,0.6247001039,Facebook,neutral
POST00301,CUST0997,I need a budget-friendly laptop for work. Any solid choices under $1000?,Financial Planning,0.7325709607,Twitter,negative
POST00302,CUST0008,Looking for the best credit card with travel rewards. Any recommendations?,Service Quality,-0.3608965377,LinkedIn,neutral
POST00303,CUST0903,Just got a cashback credit card. Time to maximize my rewards!,Cashback Rewards,-0.08049827434,Twitter,negative
POST00304,CUST0798,Can’t decide between a high-interest savings account or stocks. Help?,Complaint,-0.9302216799,LinkedIn,negative
POST00305,CUST0524,Wondering if robo-advisors really beat traditional financial planners.,Crypto Curiosity,0.5795308277,Instagram,positive
POST00306,CUST0788,Excited about the latest AI-powered budgeting app. Looks promising!,Audience Engagement,-0.7508560243,Facebook,negative
POST00307,CUST0704,Want to start trading but unsure where to begin. Any beginner-friendly tips?,Digital Banking Experience,-0.1438371486,Twitter,negative
POST00308,CUST0925,Eager to learn more about sustainable investing. Suggestions?,Service Quality,0.98161802,Instagram,neutral
POST00309,CUST0376,Wondering if robo-advisors really beat traditional financial planners.,Budget Concerns,0.8354744793,LinkedIn,neutral
POST00310,CUST0183,Investing in crypto feels risky but exciting. What do you think?,Digital Banking Experience,-0.3399528701,Facebook,negative
POST00311,CUST0268,Just got a cashback credit card. Time to maximize my rewards!,Service Quality,-0.5522387975,Facebook,neutral
POST00312,CUST0084,Finally paid off my student loan! Feels like a huge relief!,Budget Concerns,-0.4966150467,Instagram,neutral
POST00313,CUST0534,Tried an AI financial planner. Super interesting insights on my spending!,Cashback Rewards,0.3695713141,Facebook,neutral
POST00314,CUST0750,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Complaint,0.4515945561,Twitter,neutral
POST00315,CUST0919,Just got a cashback credit card. Time to maximize my rewards!,Tech Enthusiasm,-0.5670138404,LinkedIn,negative
POST00316,CUST0176,Can’t decide between a high-interest savings account or stocks. Help?,Crypto Curiosity,-0.5200200802,Facebook,negative
POST00317,CUST0301,Why are bank fees so high these days? Feels like a hidden cost everywhere!,Complaint,-0.3532218343,LinkedIn,negative
POST00318,CUST0026,Saving up for my dream vacation. Any good tips to stay on track?,Shopping Recommendation,-0.1336440433,Facebook,negative
POST00319,CUST0109,Investing in crypto feels risky but exciting. What do you think?,Wealth Management,0.8349417655,Twitter,negative
POST00320,CUST0367,Can’t decide between a high-interest savings account or stocks. Help?,Product Discovery,-0.9469843117,LinkedIn,positive
POST00321,CUST0107,Just got a cashback credit card. Time to maximize my rewards!,Budget Concerns,0.2763947695,Twitter,neutral
POST00322,CUST0796,Who else finds banking apps super confusing? UX needs serious work.,Audience Engagement,0.7233951998,Facebook,positive
POST00323,CUST0439,Wondering if robo-advisors really beat traditional financial planners.,Audience Engagement,0.4467272003,Instagram,negative
POST00324,CUST0744,Wondering if robo-advisors really beat traditional financial planners.,Financial Literacy,-0.5665157604,LinkedIn,neutral
POST00325,CUST0585,Which banks offer the best customer service? Tired of waiting on calls.,Crypto Curiosity,-0.04650669129,LinkedIn,negative
POST00326,CUST0197,Tried an AI financial planner. Super interesting insights on my spending!,Loan Interest,0.8205611572,Twitter,positive
POST00327,CUST0002,Eager to learn more about sustainable investing. Suggestions?,Financial Planning,-0.7685650693,Twitter,negative
POST00328,CUST0618,Investing in crypto feels risky but exciting. What do you think?,Service Quality,0.9750223647,Instagram,neutral
